date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2011-08-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.55
2011-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,58.88,0.54
2011-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,54.91,0.5
2011-09-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,59.97,0.54
2011-09-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.83,0.54
2011-09-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.67,0.55
2011-09-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,52.0,0.47
2011-09-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.55
2011-09-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,56.0,0.51
2011-09-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.55
2011-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,58.9,0.54
2011-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,52.16,0.47
2011-10-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,54.67,0.5
2011-10-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.63,0.55
2011-10-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.42,0.54
2011-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.87,0.54
2011-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,54.27,0.49
2011-11-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,61.44,0.56
2011-11-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.54
2011-11-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,63.83,0.58
2011-11-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,61.92,0.56
2011-11-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,61.88,0.56
2011-11-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,61.25,0.56
2011-11-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,56.0,0.51
2011-12-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,62.65,0.55
2011-12-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.53
2011-12-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,67.25,0.59
2011-12-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,66.22,0.58
2011-12-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.53
2011-12-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,61.0,0.54
2011-12-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,62.5,0.55
2011-12-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,62.31,0.55
2012-01-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.73,0.53
2012-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,68.0,0.6
2012-01-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,65.5,0.58
2012-01-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.53
2012-01-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,66.66,0.59
2012-01-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,66.42,0.58
2012-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.91,0.54
2012-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,57.95,0.51
2012-02-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,61.88,0.52
2012-02-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.5
2012-02-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.83,0.5
2012-02-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,65.0,0.55
2012-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,62.06,0.52
2012-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,55.49,0.47
2012-03-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.12,0.48
2012-03-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,68.59,0.55
2012-03-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.48
2012-03-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.48
2012-03-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,58.0,0.46
2012-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,54.24,0.43
2012-04-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.23,0.47
2012-04-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,62.56,0.49
2012-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.47
2012-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,52.58,0.41
2012-04-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,57.67,0.45
2012-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,64.67,0.51
2012-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,51.87,0.41
2012-05-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.5,0.47
2012-05-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,64.83,0.5
2012-05-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,69.17,0.54
2012-05-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,50.91,0.4
2012-05-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.73,0.46
2012-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.81,0.46
2012-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,51.87,0.4
2012-06-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.04,0.46
2012-06-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,64.75,0.49
2012-06-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,69.33,0.53
2012-06-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.13,0.45
2012-06-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,56.25,0.43
2012-06-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.83,0.45
2012-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.58,0.46
2012-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,52.42,0.4
2012-07-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,65.0,0.49
2012-07-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,69.4,0.52
2012-07-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,59.3,0.44
2012-07-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,50.0,0.37
2012-07-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.0,0.45
2012-07-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,57.5,0.43
2012-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.37,0.45
2012-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,56.89,0.43
2012-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,58.37,0.44
2012-10-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.61,0.47
2012-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,59.22,0.46
2012-11-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,61.44,0.47
2012-11-15,,,National Average,1565,,,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,63.6,0.49
2012-11-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,59.82,0.46
2012-12-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,60.58,0.47
2013-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,60.98,0.48
2013-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,60.46,0.48
2013-03-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.12,0.48
2013-03-15,,,National Average,1565,,,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,62.0,0.49
2013-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,58.91,0.47
2013-04-15,,,National Average,1565,,,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,63.9,0.51
2013-06-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.04,0.47
2013-06-15,,,National Average,1565,,,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,60.95,0.47
2013-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,59.52,0.46
2013-07-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.24,0.46
2013-07-15,,,National Average,1565,,,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,61.3,0.47
2013-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,58.88,0.45
2013-08-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.1,0.46
2013-09-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,59.97,0.45
2013-09-15,,,National Average,1565,,,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,62.5,0.47
2013-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,57.85,0.44
2013-10-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,59.07,0.45
2013-11-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,60.19,0.46
2013-11-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,59.49,0.45
2013-12-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,62.83,0.48
2013-12-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,60.44,0.46
2014-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,64.89,0.5
2014-02-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,72.18,0.55
2014-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,67.18,0.51
2014-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,67.58,0.52
2014-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,68.68,0.53
2014-08-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,77.39,0.59
2014-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,72.9,0.56
2014-09-15,,,National Average,1565,,,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,82.15,0.63
2014-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,78.78,0.6
2014-11-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,78.67,0.6
2014-12-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,78.19,0.6
2015-01-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,84.25,0.64
2015-01-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,79.7,0.61
2015-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,83.45,0.64
2015-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,70.65,0.54
2015-01-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.0,0.57
2015-01-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.96,0.56
2015-01-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.54,0.56
2015-01-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.0,0.56
2015-01-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,74.42,0.57
2015-01-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.75,0.58
2015-01-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.62,0.58
2015-01-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,78.9,0.6
2015-01-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,83.4,0.63
2015-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,84.76,0.65
2015-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,76.17,0.58
2015-01-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,81.35,0.62
2015-01-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,84.55,0.64
2015-02-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,78.45,0.59
2015-02-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.65,0.57
2015-02-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.75,0.57
2015-02-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,68.33,0.51
2015-02-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,70.65,0.53
2015-02-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.4,0.57
2015-02-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,77.87,0.59
2015-02-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,72.15,0.54
2015-02-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,71.08,0.53
2015-02-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,71.13,0.54
2015-02-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.17,0.55
2015-02-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,70.12,0.53
2015-02-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,76.65,0.58
2015-02-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,77.15,0.58
2015-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,81.61,0.61
2015-02-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,77.65,0.58
2015-03-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,72.24,0.54
2015-03-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,74.2,0.56
2015-03-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,72.56,0.55
2015-03-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,74.35,0.56
2015-03-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,67.8,0.51
2015-03-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,64.33,0.48
2015-03-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.04,0.55
2015-03-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,68.66,0.52
2015-03-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,70.67,0.53
2015-03-15,Northern,Mullattivu,Mulaitivu,365,9.27,80.81,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,67.53,0.51
2015-03-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,66.4,0.5
2015-03-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,66.96,0.5
2015-03-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,70.84,0.53
2015-03-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,65.14,0.49
2015-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,76.4,0.57
2015-03-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,75.64,0.57
2015-03-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,77.2,0.58
2015-04-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,69.75,0.52
2015-04-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,71.3,0.54
2015-04-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,66.0,0.5
2015-04-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.5,0.55
2015-04-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,66.3,0.5
2015-04-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,63.5,0.48
2015-04-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,68.6,0.52
2015-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,67.45,0.51
2015-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,73.15,0.55
2015-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,66.17,0.5
2015-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,69.0,0.52
2015-04-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,71.6,0.54
2015-04-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,67.4,0.51
2015-04-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,65.5,0.49
2015-04-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,67.45,0.51
2015-04-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,63.6,0.48
2015-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,74.51,0.56
2015-04-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,71.95,0.54
2015-05-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,68.25,0.51
2015-05-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,66.65,0.5
2015-05-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,64.8,0.49
2015-05-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,70.13,0.53
2015-05-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,63.85,0.48
2015-05-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (long grain),162,KG,actual,Retail,LKR,65.5,0.49
